No.,P1,P2,P3,P4,Duration
613_56,th,hh,ix,z,1680
613_57,hh,ix,z,tcl,320
613_58,ix,z,tcl,t,1280
613_59,z,tcl,t,ay,2740
613_60,tcl,t,ay,m,835
614_0,sil,sil,sil,sh,1667
614_1,sil,sil,sh,ax-h,300
614_2,sil,sh,ax-h,f,1431
614_3,sh,ax-h,f,aw,2792
614_4,ax-h,f,aw,n,707
614_5,f,aw,n,hv,514
614_6,aw,n,hv,er,1733
614_7,n,hv,er,s,1882
614_8,hv,er,s,eh,1437
614_9,er,s,eh,l,785
614_10,s,eh,l,f,248
614_11,eh,l,f,q,2098
614_12,l,f,q,ey,1908
614_13,f,q,ey,bcl,928
614_14,q,ey,bcl,el,1000
614_15,ey,bcl,el,tcl,900
614_16,bcl,el,tcl,t,660
614_17,el,tcl,t,ax,800
614_18,tcl,t,ax,s,2203
614_19,t,ax,s,ih,1755
614_20,ax,s,ih,ng,1295
614_21,s,ih,ng,ih,1474
614_22,ih,ng,ih,n,593
614_23,ng,ih,n,iy,1735
614_24,ih,n,iy,r,1969
614_25,n,iy,r,ow,2041
614_26,iy,r,ow,l,1455
614_27,r,ow,l,pau,7102
614_28,ow,l,pau,eh,1137
614_29,l,pau,eh,nx,448
614_30,pau,eh,nx,ih,1220
614_31,eh,nx,ih,nx,493
614_32,nx,ih,nx,iy,1194
614_33,ih,nx,iy,s,2076
614_34,nx,iy,s,ao,3210
614_35,iy,s,ao,ng,1257
614_36,s,ao,ng,w,556
614_37,ao,ng,w,ix,587
614_38,ng,w,ix,tcl,860
614_39,w,ix,tcl,ch,1192
614_40,ix,tcl,ch,tcl,798
614_41,tcl,ch,tcl,t,510
614_42,ch,tcl,t,r,720
614_43,tcl,t,r,ah,1335
614_44,t,r,ah,kcl,825
614_45,r,ah,kcl,k,720
614_46,ah,kcl,k,axr,960
614_47,kcl,k,axr,f,1860
614_48,k,axr,f,ae,2514
614_49,axr,f,ae,n,352
614_50,f,ae,n,tcl,519
614_51,ae,n,tcl,s,1175
614_52,n,tcl,s,iy,1482
615_0,sil,sil,sil,w,390
615_1,sil,sil,w,eh,781
615_2,sil,w,eh,n,585
615_3,w,eh,n,sh,2324
615_4,eh,n,sh,iy,2026
615_5,n,sh,iy,ax,1014
615_6,sh,iy,ax,w,1120
615_7,iy,ax,w,ow,3680
615_8,ax,w,ow,kcl,960
615_9,w,ow,kcl,k,1200
615_10,ow,kcl,k,pau,5200
615_11,kcl,k,pau,sh,2160
615_12,k,pau,sh,iy,880
615_13,pau,sh,iy,w,720
615_14,sh,iy,w,aa,1600
615_15,iy,w,aa,z,1638
615_16,w,aa,z,dh,376
615_17,aa,z,dh,ix,706
615_18,z,dh,ix,sh,2640
615_19,dh,ix,sh,ih,1600
615_20,ix,sh,ih,pcl,2320
615_21,sh,ih,pcl,p,480
616_0,sil,sil,sil,hh,1270
616_1,sil,sil,hh,eh,1109
616_2,sil,hh,eh,l,667
616_3,hh,eh,l,ow,4295
616_4,eh,l,ow,eh,1501
616_5,l,ow,eh,n,770
616_6,ow,eh,n,iy,1446
616_7,eh,n,iy,w,1546
616_8,n,iy,w,ah,1167
616_9,iy,w,ah,n,705
616_10,w,ah,n,ae,2059
616_11,ah,n,ae,q,641
616_12,n,ae,q,hv,808
616_13,ae,q,hv,ow,2418
616_14,q,hv,ow,m,1148
617_0,sil,sil,sil,dh,343
617_1,sil,sil,dh,ax,346
617_2,sil,dh,ax,s,1920
617_3,dh,ax,s,ah,1420
617_4,ax,s,ah,dx,487
617_5,s,ah,dx,en,1213
617_6,ah,dx,en,s,2146
617_7,dx,en,s,aa,1253
617_8,en,s,aa,l,1044
617_9,s,aa,l,ax,1157
617_10,aa,l,ax,tcl,1040
617_11,l,ax,tcl,t,1058
617_12,ax,tcl,t,ux,1982
617_13,tcl,t,ux,dcl,320
617_14,t,ux,dcl,d,291
617_15,ux,dcl,d,hv,1130
617_16,dcl,d,hv,eh,1347
617_17,d,hv,eh,dcl,752
617_18,hv,eh,dcl,d,326
617_19,eh,dcl,d,l,1166
617_20,dcl,d,l,ao,2988
617_21,d,l,ao,s,1399
617_22,l,ao,s,tcl,521
617_23,ao,s,tcl,t,1196
617_24,s,tcl,t,ix,658
617_25,tcl,t,ix,tcl,595
617_26,t,ix,tcl,s,1115
617_27,ix,tcl,s,epi,661
617_28,tcl,s,epi,m,720
617_29,s,epi,m,ow,1318
617_30,epi,m,ow,m,937
617_31,m,ow,m,ax,480
617_32,ow,m,ax,n,423
617_33,m,ax,n,tcl,650
617_34,ax,n,tcl,t,1007
617_35,n,tcl,t,er,1416
617_36,tcl,t,er,iy,984
617_37,t,er,iy,tcl,808
617_38,er,iy,tcl,ch,1547
617_39,iy,tcl,ch,aa,2195
617_40,tcl,ch,aa,r,1035
617_41,ch,aa,r,m,865
617_42,aa,r,m,pau,1805
617_43,r,m,pau,ix,640
617_44,m,pau,ix,n,829
617_45,pau,ix,n,bcl,396
617_46,ix,n,bcl,b,241
617_47,n,bcl,b,iy,1079
617_48,bcl,b,iy,kcl,960
617_49,b,iy,kcl,k,1103
617_50,iy,kcl,k,ah,1137
617_51,kcl,k,ah,m,960
617_52,k,ah,m,ax,880
617_53,ah,m,ax,pcl,880
617_54,m,ax,pcl,p,1770
617_55,ax,pcl,p,r,550
617_56,pcl,p,r,eh,800
617_57,p,r,eh,s,2080
617_58,r,eh,s,ix,1150
617_59,eh,s,ix,v,1569
618_0,sil,sil,sil,y,577
618_1,sil,sil,y,ux,689
618_2,sil,y,ux,m,720
618_3,y,ux,m,iy,1200
618_4,ux,m,iy,nx,480
618_5,m,iy,nx,ih,1200
618_6,iy,nx,ih,gcl,560
618_7,nx,ih,gcl,g,400
618_8,ih,gcl,g,ey,2187
618_9,gcl,g,ey,m,1003
618_10,g,ey,m,w,376
618_11,ey,m,w,ix,674
618_12,m,w,ix,th,960
618_13,w,ix,th,kcl,480
618_14,ix,th,kcl,k,1327
618_15,th,kcl,k,aa,2406
618_16,kcl,k,aa,r,1147
618_17,k,aa,r,dcl,720
618_18,aa,r,dcl,z,2160
619_0,sil,sil,sil,s,2480
619_1,sil,sil,s,ux,2581
619_2,sil,s,ux,n,1462
619_3,s,ux,n,s,1717
619_4,ux,n,s,eh,1600
619_5,n,s,eh,dcl,720
619_6,s,eh,dcl,dh,392
619_7,eh,dcl,dh,ax,710
619_8,dcl,dh,ax,hv,1295
619_9,dh,ax,hv,ae,2172
619_10,ax,hv,ae,f,1546
619_11,hv,ae,f,m,668
619_12,ae,f,m,ae,3017
619_13,f,m,ae,n,910
620_0,sil,sil,sil,hh,1233
620_1,sil,sil,hh,ix,445
620_2,sil,hh,ix,axr,1362
620_3,hh,ix,axr,m,1200
620_4,ix,axr,m,eh,1200
620_5,axr,m,eh,m,560
620_6,m,eh,m,axr,720
620_7,eh,m,axr,dcl,720
620_8,m,axr,dcl,dh,400
620_9,axr,dcl,dh,ax,840
620_10,dcl,dh,ax,l,1269
620_11,dh,ax,l,ae,2531
620_12,ax,l,ae,s,1600
620_13,l,ae,s,tcl,480
620_14,ae,s,tcl,t,640
620_15,s,tcl,t,ay,2018
620_16,tcl,t,ay,m,668
620_17,t,ay,m,hv,1630
620_18,ay,m,hv,iy,626
620_19,m,hv,iy,hv,919
620_20,hv,iy,hv,ix,711
620_21,iy,hv,ix,dx,751
620_22,hv,ix,dx,iy,2465
620_23,ix,dx,iy,q,752
620_24,dx,iy,q,en,2212
620_25,iy,q,en,pau,6080
620_26,q,en,pau,q,652
620_27,en,pau,q,ae,1834
620_28,pau,q,ae,kcl,440
620_29,q,ae,kcl,sh,1682
620_30,ae,kcl,sh,ux,1107
620_31,kcl,sh,ux,ax,1587
620_32,sh,ux,ax,l,746
620_33,ux,ax,l,eh,2972
620_34,ax,l,eh,gcl,548
620_35,l,eh,gcl,z,1332
620_36,eh,gcl,z,f,1170
620_37,gcl,z,f,r,292
620_38,z,f,r,ax,460
620_39,f,r,ax,m,668
620_40,r,ax,m,ax,878
620_41,ax,m,ax,n,376
620_42,m,ax,n,q,543
620_43,ax,n,q,ae,2361
620_44,n,q,ae,kcl,605
620_45,q,ae,kcl,sh,1587
620_46,ae,kcl,sh,ax-h,752
620_47,kcl,sh,ax-h,el,1376
620_48,sh,ax-h,el,pcl,1145
620_49,ax-h,el,pcl,p,654
620_50,el,pcl,p,ae,3843
620_51,pcl,p,ae,n,669
621_0,sil,sil,sil,p,640
621_1,sil,sil,p,iy,1200
621_2,sil,p,iy,pcl,1001
621_3,p,iy,pcl,p,1404
621_4,iy,pcl,p,el,1275
621_5,pcl,p,el,n,1920
621_6,p,el,n,eh,2160
621_7,el,n,eh,v,1120
621_8,n,eh,v,axr,1813
621_9,eh,v,axr,l,747
621_10,v,axr,l,ih,2133
621_11,axr,l,ih,v,984
621_12,l,ih,v,f,1843
621_13,ih,v,f,axr,1916
621_14,v,f,axr,eh,2084
621_15,f,axr,eh,v,1600
621_16,axr,eh,v,axr,1330
622_0,sil,sil,sil,hh,844
622_1,sil,sil,hh,axr,2305
622_2,sil,hh,axr,ay,4255
622_3,hh,axr,ay,z,1680
622_4,axr,ay,z,w,540
622_5,ay,z,w,axr,500
622_6,z,w,axr,gcl,1040
622_7,w,axr,gcl,g,424
622_8,axr,gcl,g,l,919
622_9,gcl,g,l,ey,3057
622_10,g,l,ey,z,1246
622_11,l,ey,z,dcl,434
622_12,ey,z,dcl,d,495
622_13,z,dcl,d,q,1154
622_14,dcl,d,q,ax,671
622_15,d,q,ax,z,1120
622_16,q,ax,z,ix,1280
622_17,ax,z,ix,f,680
622_18,z,ix,f,sh,1480
622_19,ix,f,sh,iy,1120
622_20,f,sh,iy,dcl,792
622_21,sh,iy,dcl,d,527
622_22,iy,dcl,d,ih,921
622_23,dcl,d,ih,dcl,625
622_24,d,ih,dcl,en,1567
622_25,ih,dcl,en,tcl,823
622_26,dcl,en,tcl,hh,2043
622_27,en,tcl,hh,ih,2064
622_28,tcl,hh,ih,er,2958
622_29,hh,ih,er,q,1179
622_30,ih,er,q,ao,1085
622_31,er,q,ao,r,752
622_32,q,ao,r,iy,1603
622_33,ao,r,iy,v,1227
622_34,r,iy,v,en,1152
622_35,iy,v,en,s,2282
622_36,v,en,s,iy,1920
622_37,en,s,iy,hv,960
622_38,s,iy,hv,ix,1579
622_39,iy,hv,ix,m,1170
623_0,sil,sil,sil,n,377
623_1,sil,sil,n,ow,2063
623_2,sil,n,ow,gcl,736
623_3,n,ow,gcl,g,460
623_4,ow,gcl,g,er,2400
623_5,gcl,g,er,l,1200
623_6,g,er,l,w,1120
623_7,er,l,w,uh,1280
623_8,l,w,uh,dcl,960
623_9,w,uh,dcl,g,800
623_10,uh,dcl,g,ow,2080
623_11,dcl,g,ow,dh,720
623_12,g,ow,dh,ih,1680
623_13,ow,dh,ih,s,1670
623_14,dh,ih,s,f,1450
623_15,ih,s,f,aa,2506
623_16,s,f,aa,r,1254
623_17,f,aa,r,tcl,1040
623_18,aa,r,tcl,t,800
623_19,r,tcl,t,ix,480
623_20,tcl,t,ix,f,1840
623_21,t,ix,f,uw,1826
623_22,ix,f,uw,l,1014
623_23,f,uw,l,ax,532
623_24,uw,l,ax,m,1325
623_25,l,ax,m,ae,3270
623_26,ax,m,ae,n,648
623_27,m,ae,n,s,1945
623_28,ae,n,s,ow,1200
623_29,n,s,ow,sh,1640
623_30,s,ow,sh,iy,1400
623_31,ow,sh,iy,kcl,560
623_32,sh,iy,kcl,k,593
623_33,iy,kcl,k,ix,919
623_34,kcl,k,ix,dcl,1003
623_35,k,ix,dcl,k,1127
623_36,ix,dcl,k,ih,1379
623_37,dcl,k,ih,l,836
623_38,k,ih,l,ax,710
623_39,ih,l,ax,m,1295
624_0,sil,sil,sil,sh,1970
624_1,sil,sil,sh,iy,880
624_2,sil,sh,iy,dcl,800
624_3,sh,iy,dcl,d,720
624_4,iy,dcl,d,r,1017
624_5,dcl,d,r,ae,1732
624_6,d,r,ae,ng,1156
624_7,r,ae,ng,kcl,895
624_8,ae,ng,kcl,g,438
624_9,ng,kcl,g,r,1210
624_10,kcl,g,r,iy,1472
624_11,g,r,iy,dx,400
624_12,r,iy,dx,ax,1094
624_13,iy,dx,ax,l,946
624_14,dx,ax,l,iy,1480
624_15,ax,l,iy,pau,4240
624_16,l,iy,pau,eh,1280
624_17,iy,pau,eh,n,1077
624_18,pau,eh,n,m,1083
624_19,eh,n,m,er,2240
624_20,n,m,er,m,1040
624_21,m,er,m,axr,1928
624_22,er,m,axr,dcl,1792
624_23,m,axr,dcl,pau,1960
624_24,axr,dcl,pau,th,640
624_25,dcl,pau,th,ae,1647
624_26,pau,th,ae,ng,526
624_27,th,ae,ng,kcl,467
624_28,ae,ng,kcl,k,1159
624_29,ng,kcl,k,y,724
624_30,kcl,k,y,ux,1009
624_31,k,y,ux,q,2953
624_32,y,ux,q,ae,1275
624_33,ux,q,ae,z,1067
624_34,q,ae,z,hh,613
624_35,ae,z,hh,iy,960
624_36,z,hh,iy,l,1267
624_37,hh,iy,l,ow,2507
624_38,iy,l,ow,er,1713
624_39,l,ow,er,dcl,376
624_40,ow,er,dcl,hv,682
624_41,er,dcl,hv,axr,1615
624_42,dcl,hv,axr,hv,1111
624_43,hv,axr,hv,eh,3049
624_44,axr,hv,eh,dcl,1460
625_0,sil,sil,sil,w,710
625_1,sil,sil,w,ax,418
625_2,sil,w,ax,l,919
625_3,w,ax,l,w,1379
625_4,ax,l,w,er,1646
625_5,l,w,er,kcl,1440
625_6,w,er,kcl,f,1342
625_7,er,kcl,f,ao,1044
625_8,kcl,f,ao,r,1003
625_9,f,ao,r,aw,1957
625_10,ao,r,aw,r,1302
625_11,r,aw,r,kcl,1192
625_12,aw,r,kcl,k,1147
625_13,r,kcl,k,iy,2966
625_14,kcl,k,iy,pcl,2607
625_15,k,iy,pcl,dh,526
625_16,iy,pcl,dh,ax,251
625_17,pcl,dh,ax,bcl,1067
625_18,dh,ax,bcl,b,340
625_19,ax,bcl,b,oy,2376
625_20,bcl,b,oy,s,1360
625_21,b,oy,s,eh,1440
625_22,oy,s,eh,dx,560
625_23,s,eh,dx,iy,2089
625_24,eh,dx,iy,gcl,471
625_25,dx,iy,gcl,axr,2537
625_26,iy,gcl,axr,l,1420
625_27,gcl,axr,l,iy,1803
626_0,sil,sil,sil,w,818
626_1,sil,sil,w,axr,547
626_2,sil,w,axr,n,778
626_3,w,axr,n,aa,1596
626_4,axr,n,aa,tcl,1197
626_5,n,aa,tcl,d,500
626_6,aa,tcl,d,r,860
626_7,tcl,d,r,ah,1120
626_8,d,r,ah,ng,514
626_9,r,ah,ng,kcl,686
626_10,ah,ng,kcl,k,560
626_11,ng,kcl,k,axr,1280
626_12,kcl,k,axr,dcl,1330
626_13,k,axr,dcl,s,1982
626_14,axr,dcl,s,pau,1498
626_15,dcl,s,pau,sh,1844
626_16,s,pau,sh,iy,1026
626_17,pau,sh,iy,s,1760
626_18,sh,iy,s,eh,2337
626_19,iy,s,eh,dcl,1163
627_0,sil,sil,sil,m,376
627_1,sil,sil,m,ay,1176
627_2,sil,m,ay,dcl,788
627_3,m,ay,dcl,d,412
627_4,ay,dcl,d,r,906
627_5,dcl,d,r,eh,1814
627_6,d,r,eh,s,1400
627_7,r,eh,s,epi,760
627_8,eh,s,epi,n,560
627_9,s,epi,n,iy,1840
627_10,epi,n,iy,dcl,880
627_11,n,iy,dcl,s,2160
627_12,iy,dcl,s,ax,547
627_13,dcl,s,ax,m,1086
627_14,s,ax,m,w,808
627_15,ax,m,w,er,1615
627_16,m,w,er,kcl,1170
627_17,w,er,kcl,k,459
627_18,er,kcl,k,aa,2047
627_19,kcl,k,aa,n,794
627_20,k,aa,n,ix,1714
627_21,aa,n,ix,tcl,940
628_0,sil,sil,sil,w,584
628_1,sil,sil,w,iy,1044
628_2,sil,w,iy,l,612
628_3,w,iy,l,pcl,1200
628_4,iy,l,pcl,p,1040
628_5,l,pcl,p,ey,2160
628_6,pcl,p,ey,y,560
628_7,p,ey,y,ux,1280
628_8,ey,y,ux,bcl,1211
628_9,y,ux,bcl,b,334
628_10,ux,bcl,b,ae,3885
628_11,bcl,b,ae,kcl,970
628_12,b,ae,kcl,k,576
628_13,ae,kcl,k,q,1104
628_14,kcl,k,q,ih,800
628_15,k,q,ih,f,1600
628_16,q,ih,f,y,613
628_17,ih,f,y,uw,1227
628_18,f,y,uw,l,1520
628_19,y,uw,l,eh,1760
628_20,uw,l,eh,dx,400
628_21,l,eh,dx,ah,1440
628_22,eh,dx,ah,s,3680
629_0,sil,sil,sil,w,682
629_1,sil,sil,w,iy,598
629_2,sil,w,iy,hv,1031
629_3,w,iy,hv,ae,1769
629_4,iy,hv,ae,v,640
629_5,hv,ae,v,ax,808
629_6,ae,v,ax,n,543
629_7,v,ax,n,tcl,376
629_8,ax,n,tcl,s,2172
629_9,n,tcl,s,l,794
629_10,tcl,s,l,eh,961
629_11,s,l,eh,pcl,1546
629_12,l,eh,pcl,t,543
629_13,eh,pcl,t,ix,710
629_14,pcl,t,ix,gcl,667
629_15,t,ix,gcl,g,419
629_16,ix,gcl,g,eh,2381
629_17,gcl,g,eh,dh,960
629_18,g,eh,dh,axr,1680
629_19,eh,dh,axr,s,2240
629_20,dh,axr,s,ix,676
629_21,axr,s,ix,n,764
629_22,s,ix,n,s,1283
629_23,ix,n,s,epi,536
629_24,n,s,epi,w,592
629_25,s,epi,w,iy,549
629_26,epi,w,iy,s,1540
629_27,w,iy,s,tcl,540
629_28,iy,s,tcl,t,463
629_29,s,tcl,t,aa,1671
629_30,tcl,t,aa,r,1306
629_31,t,aa,r,dx,400
629_32,aa,r,dx,ix,1120
629_33,r,dx,ix,dcl,1020
630_0,sil,sil,sil,d,693
630_1,sil,sil,d,ow,907
630_2,sil,d,ow,n,300
630_3,d,ow,n,tcl,300
630_4,ow,n,tcl,ch,1320
630_5,n,tcl,ch,hv,800
630_6,tcl,ch,hv,hh,843
630_7,ch,hv,hh,ey,1717
630_8,hv,hh,ey,tcl,880
630_9,hh,ey,tcl,m,495
630_10,ey,tcl,m,iy,1086
630_11,tcl,m,iy,eh,979
630_12,m,iy,eh,n,640
630_13,iy,eh,n,iy,512
630_14,eh,n,iy,m,1408
630_15,n,iy,m,ao,1226
630_16,iy,m,ao,r,614
631_0,sil,sil,sil,n,253
631_1,sil,sil,n,aw,1713
631_2,sil,n,aw,dh,560
631_3,n,aw,dh,ix,1040
631_4,aw,dh,ix,z,920
631_5,dh,ix,z,epi,423
631_6,ix,z,epi,n,541
631_7,z,epi,n,ah,1236
631_8,epi,n,ah,th,880
631_9,n,ah,th,ix,1040
631_10,ah,th,ix,n,690
631_11,th,ix,n,l,668
631_12,ix,n,l,eh,1282
631_13,n,l,eh,f,640
631_14,l,eh,f,tcl,400
631_15,eh,f,tcl,t,435
631_16,f,tcl,t,ax,710
631_17,tcl,t,ax,v,627
631_18,t,ax,v,m,835
631_19,ax,v,m,iy,1379
632_0,sil,sil,sil,th,720
632_1,sil,sil,th,er,800
632_2,sil,th,er,dx,322
632_3,th,er,dx,iy,958
632_4,er,dx,iy,f,1520
632_5,dx,iy,f,ay,5200
632_6,iy,f,ay,v,1220
632_7,f,ay,v,dh,940
632_8,ay,v,dh,ey,1567
632_9,v,dh,ey,r,1295
632_10,dh,ey,r,ow,2898
632_11,ey,r,ow,dcl,426
632_12,r,ow,dcl,d,196
632_13,ow,dcl,d,ae,1785
632_14,dcl,d,ae,dx,473
632_15,d,ae,dx,ix,1040
632_16,ae,dx,ix,m,1520
632_17,dx,ix,m,eh,1840
632_18,ix,m,eh,zh,880
632_19,m,eh,zh,er,1040
632_20,eh,zh,er,dcl,1920
632_21,zh,er,dcl,p,561
632_22,er,dcl,p,ey,3519
632_23,dcl,p,ey,s,3080
632_24,p,ey,s,th,1880
632_25,ey,s,th,ux,880
632_26,s,th,ux,dh,960
632_27,th,ux,dh,ax,720
632_28,ux,dh,ax,v,800
632_29,dh,ax,v,ae,2485
632_30,ax,v,ae,l,1295
632_31,v,ae,l,ix,1045
633_0,sil,sil,sil,dh,880
633_1,sil,sil,dh,eh,1400
633_2,sil,dh,eh,n,460
633_3,dh,eh,n,ix,1295
633_4,eh,n,ix,l,1838
633_5,n,ix,l,ae,3967
633_6,ix,l,ae,s,1480
633_7,l,ae,s,tcl,443
633_8,ae,s,tcl,dh,397
633_9,s,tcl,dh,ix,480
633_10,tcl,dh,ix,dcl,960
633_11,dh,ix,dcl,d,335
633_12,ix,dcl,d,aa,1798
633_13,dcl,d,aa,r,1001
633_14,d,aa,r,kcl,1308
633_15,aa,r,kcl,k,430
633_16,r,kcl,k,n,602
633_17,kcl,k,n,ix,1086
633_18,k,n,ix,s,1337
633_19,n,ix,s,bcl,1063
633_20,ix,s,bcl,b,315
633_21,s,bcl,b,ix,627
633_22,bcl,b,ix,gcl,710
633_23,b,ix,gcl,ae,3050
633_24,ix,gcl,ae,n,800
633_25,gcl,ae,n,tcl,338
633_26,ae,n,tcl,t,533
633_27,n,tcl,t,ix,507
633_28,tcl,t,ix,dcl,913
633_29,t,ix,dcl,d,251
633_30,ix,dcl,d,ax-h,752
633_31,dcl,d,ax-h,s,1922
633_32,d,ax-h,s,aa,3628
633_33,ax-h,s,aa,l,1734
633_34,s,aa,l,v,2160
634_0,sil,sil,sil,dh,555
634_1,sil,sil,dh,ey,1975
634_2,sil,dh,ey,n,1403
634_3,dh,ey,n,iy,2341
634_4,ey,n,iy,dh,686
634_5,n,iy,dh,er,1946
634_6,iy,dh,er,gcl,1336
634_7,dh,er,gcl,g,488
634_8,er,gcl,g,ey,4396
634_9,gcl,g,ey,n,1073
634_10,g,ey,n,dcl,578
634_11,ey,n,dcl,d,1212
634_12,n,dcl,d,pau,2255
634_13,dcl,d,pau,n,1232
634_14,d,pau,n,ao,1174
634_15,pau,n,ao,r,793
634_16,n,ao,r,f,2214
634_17,ao,r,f,eh,1863
634_18,r,f,eh,l,960
634_19,f,eh,l,bcl,1152
634_20,eh,l,bcl,b,245
634_21,l,bcl,b,ae,3521
634_22,bcl,b,ae,kcl,294
634_23,b,ae,kcl,k,778
635_0,sil,sil,sil,hh,1204
635_1,sil,sil,hh,iy,1507
635_2,sil,hh,iy,r,2465
635_3,hh,iy,r,ow,2424
635_4,iy,r,ow,dcl,640
635_5,r,ow,dcl,d,336
635_6,ow,dcl,d,l,1279
635_7,dcl,d,l,ow,4261
635_8,d,l,ow,ao,1084
635_9,l,ow,ao,n,1046
635_10,ow,ao,n,dh,267
635_11,ao,n,dh,ax,527
635_12,n,dh,ax,m,1084
635_13,dh,ax,m,ey,1715
635_14,ax,m,ey,er,2001
635_15,m,ey,er,z,1216
635_16,ey,er,z,n,1308
635_17,er,z,n,eh,2642
635_18,z,n,eh,kcl,1554
635_19,n,eh,kcl,k,762
636_0,sil,sil,sil,ax-h,645
636_1,sil,sil,ax-h,bcl,1715
636_2,sil,ax-h,bcl,b,285
636_3,ax-h,bcl,b,ey,2315
636_4,bcl,b,ey,n,720
636_5,b,ey,n,eh,1310
636_6,ey,n,eh,tcl,367
636_7,n,eh,tcl,hh,1722
636_8,eh,tcl,hh,ah,2674
636_9,tcl,hh,ah,ng,1420
636_10,hh,ah,ng,pau,1671
636_11,ah,ng,pau,ix,961
636_12,ng,pau,ix,n,543
636_13,pau,ix,n,ey,1972
636_14,ix,n,ey,bcl,1286
636_15,n,ey,bcl,b,274
636_16,ey,bcl,b,eh,1466
636_17,bcl,b,eh,l,934
636_18,b,eh,l,tcl,840
636_19,eh,l,tcl,t,371
636_20,l,tcl,t,s,1630
636_21,tcl,t,s,kcl,543
636_22,t,s,kcl,k,459
636_23,s,kcl,k,ae,2037
636_24,kcl,k,ae,bcl,640
636_25,k,ae,bcl,er,1520
636_26,ae,bcl,er,dcl,983
637_0,sil,sil,sil,dh,320
637_1,sil,sil,dh,ix,700
637_2,sil,dh,ix,gcl,740
637_3,dh,ix,gcl,g,471
637_4,ix,gcl,g,axr,1170
637_5,gcl,g,axr,r,961
637_6,g,axr,r,ih,1558
637_7,axr,r,ih,l,880
637_8,r,ih,l,ah,1360
637_9,ih,l,ah,bcl,1680
637_10,l,ah,bcl,b,240
637_11,ah,bcl,b,ih,1258
637_12,bcl,b,ih,v,1212
637_13,b,ih,v,uw,752
637_14,ih,v,uw,w,710
637_15,v,uw,w,ae,2882
637_16,uw,w,ae,kcl,1045
637_17,w,ae,kcl,k,1462
637_18,ae,kcl,k,r,625
637_19,kcl,k,r,iy,534
637_20,k,r,iy,m,960
637_21,r,iy,m,ey,2720
637_22,iy,m,ey,n,720
637_23,m,ey,n,dcl,400
637_24,ey,n,dcl,d,266
637_25,n,dcl,d,s,2172
637_26,dcl,d,s,ay,3002
637_27,d,s,ay,l,960
637_28,s,ay,l,eh,1234
637_29,ay,l,eh,n,485
637_30,l,eh,n,tcl,521
637_31,eh,n,tcl,t,649
638_0,sil,sil,sil,hh,1067
638_1,sil,sil,hh,iy,815
638_2,sil,hh,iy,kcl,710
638_3,hh,iy,kcl,k,1355
638_4,iy,kcl,k,ih,960
638_5,kcl,k,ih,s,1195
638_6,k,ih,s,tcl,125
638_7,ih,s,tcl,t,969
638_8,s,tcl,t,hh,577
638_9,tcl,t,hh,er,793
638_10,t,hh,er,q,1128
638_11,hh,er,q,ao,1504
638_12,er,q,ao,l,1229
638_13,q,ao,l,s,2130
638_14,ao,l,s,ow,3089
638_15,l,s,ow,q,461
638_16,s,ow,q,eh,1237
638_17,ow,q,eh,n,460
638_18,q,eh,n,w,919
638_19,eh,n,w,ix,805
638_20,n,w,ix,th,345
638_21,w,ix,th,dcl,1315
638_22,ix,th,dcl,d,376
638_23,th,dcl,d,iy,1754
638_24,dcl,d,iy,pcl,1671
638_25,d,iy,pcl,t,1518
638_26,iy,pcl,t,eh,880
638_27,pcl,t,eh,n,1131
638_28,t,eh,n,d,276
638_29,eh,n,d,axr,1041
638_30,n,d,axr,n,752
638_31,d,axr,n,eh,2024
638_32,axr,n,eh,s,3699
639_0,sil,sil,sil,r,583
639_1,sil,sil,r,ah,657
639_2,sil,r,ah,nx,400
639_3,r,ah,nx,iy,1080
639_4,ah,nx,iy,ng,1259
639_5,nx,iy,ng,r,1671
639_6,iy,ng,r,aw,1486
639_7,ng,r,aw,n,649
639_8,r,aw,n,ih,935
639_9,aw,n,ih,n,708
639_10,n,ih,n,ax,505
639_11,ih,n,ax,m,1605
639_12,n,ax,m,uw,1662
639_13,ax,m,uw,n,638
639_14,m,uw,n,l,710
639_15,uw,n,l,ay,2534
639_16,n,l,ay,tcl,1431
639_17,l,ay,tcl,ao,820
639_18,ay,tcl,ao,l,507
639_19,tcl,ao,l,m,640
639_20,ao,l,m,ow,1360
639_21,l,m,ow,s,1561
639_22,m,ow,s,tcl,359
639_23,ow,s,tcl,n,480
639_24,s,tcl,n,ey,1775
639_25,tcl,n,ey,kcl,465
639_26,n,ey,kcl,k,809
639_27,ey,kcl,k,ix,791
639_28,kcl,k,ix,dx,480
639_29,k,ix,dx,ix,1009
639_30,ix,dx,ix,n,590
639_31,dx,ix,n,s,2185
639_32,ix,n,s,l,334
639_33,n,s,l,ah,728
639_34,s,l,ah,gcl,594
639_35,l,ah,gcl,g,517
639_36,ah,gcl,g,iy,706
639_37,gcl,g,iy,ng,714
639_38,g,iy,ng,ix,783
639_39,iy,ng,ix,m,1200
639_40,ng,ix,m,ae,2281
639_41,ix,m,ae,n,206
639_42,m,ae,n,w,755
639_43,ae,n,w,ax,655
639_44,n,w,ax,th,1143
639_45,w,ax,th,ax,881
639_46,ax,th,ax,r,1164
639_47,th,ax,r,aa,2725
639_48,ax,r,aa,kcl,1630
639_49,r,aa,kcl,k,700
640_0,sil,sil,sil,hh,720
